Brand,Model,Variant,Year of Manufacture,Driven Kilometers,Fuel type,Transmission Type,Number of Owners,Location,Price in Lakhs
Hyundai,Xcent,S 1.2,2017,"38,000",PETROL,MANUAL,2nd,Rajasthan," 4,50,000"
Ashok,Leyland,,2022,0,DIESEL,MANUAL,1st,Kerala," 50,000"
Mahindra,Bolero,DI BSIII,2003,"68,000",DIESEL,MANUAL,2nd,Tamil," 2,10,000"
Maruti,Suzuki,VDI,2012,86000.0,DIESEL,MANUAL,2nd,Karnataka," 5,75,000"
Ford,Endeavour,2003-2013 3.0L 4X4 AT,2009,113100,DIESEL,AUTOMATIC,Second,Karnataka," 5,85,000"
Fiat,Punto,Active 1.2,2013,"140,000",DIESEL,MANUAL,1st,Kerala," 3,00,000"
Audi,Q5,35 TDI Technology,Jun 2018,"43,456",Diesel,Automatic,First,Noida,49
Maruti,Suzuki,LXI,2007,120000.0,LPG,MANUAL,2nd,Tamil," 2,25,000"
Volvo,S40,Others,2011,"106,000",DIESEL,MANUAL,3rd,Karnataka," 2,21,000"
Maruti,Suzuki,CNG VXI MT,2014,70000.0,CNG & HYBRIDS,MANUAL,1st,Delhi," 3,35,000"
Land,Rover,,2011,132500.0,DIESEL,AUTOMATIC,2nd,Kerala," 10,25,000"
Land,Rover,Evoque 2011-2014 2.2L Pure,2013,58000.0,DIESEL,MANUAL,2nd,Karnataka," 68,00,000"
Hyundai,I10,Magna,2012,"75,000",CNG & HYBRIDS,MANUAL,2nd,Maharashtra," 3,25,000"
Hyundai,I10,1.2 Kappa Magna,2009,90000,CNG,MANUAL,Second,Delhi," 1,40,000"
Hyundai,Santro,GS,2005,"70,000",PETROL,--,3rd,Rajasthan," 1,45,000"
Mahindra,Jeep,2.5L,2021,4,DIESEL,AUTOMATIC,1st,Tamil," 1,00,000"
Toyota,Etios,2011-2012 G,2012,120000,PETROL,MANUAL,Second,Delhi," 2,00,000"
Mahindra,Bolero,2001-2010 INVADER DI,2009,0,DIESEL,MANUAL,2nd,Kerala," 3,90,000"
Hyundai,Santro,GL,2009,52000.0,PETROL,MANUAL,1st,Delhi," 1,45,000"
Maruti,Suzuki,VDI,2014,120000.0,DIESEL,MANUAL,2nd,Kerala," 4,30,000"
Maruti,Suzuki,VDI,2009,"107,000",DIESEL,MANUAL,1st,Tamil," 3,50,000"
Toyota,Innova,2.5 G (Diesel) 7-Seater,2015,130000.0,DIESEL,MANUAL,2nd,Karnataka," 6,50,000"
Honda,Jazz,,2015,70000.0,DIESEL,MANUAL,1st,Delhi," 3,29,000"
Tata,Hexa,XT,2018,61091.0,DIESEL,MANUAL,1st,Rajasthan," 11,95,000"
Tata,Tiago,Revotron XZ,Nov 2019,"5,332",Petrol,Manual,First,Noida,5.24
Maruti,Suzuki,LXI,2019,1663.0,--,--,1st,Kerala," 3,90,000"
Hyundai,I10,Era,2008,70529.0,PETROL,MANUAL,2nd,Kerala," 1,70,000"
Maruti Suzuki,Swift,ZXi Plus [2018-2019],Oct 2020,"11,015",Petrol,Manual,First,Noida,7.5
Hyundai,Verna,2011-2014 SX CRDi AT,2014,49000.0,DIESEL,AUTOMATIC,2nd,Kerala," 5,75,000"
Toyota,Fortuner,3.0 4x2 Automatic,2018,37000.0,DIESEL,AUTOMATIC,1st,Kerala," 37,25,000"
Hyundai,Eon,Era +,2018,10000.0,PETROL,MANUAL,1st,Tamil," 3,85,000"
Chevrolet,Cruze,LTZ,2016,70500.0,DIESEL,MANUAL,1st,Rajasthan," 5,50,000"
Skoda,Rapid,1.6 MPI AT Ambition,2013,45000.0,PETROL,AUTOMATIC,1st,Delhi," 3,75,000"
Renault,Duster,2015-2016 85PS Diesel RxL,2015,50000.0,DIESEL,MANUAL,1st,Maharashtra," 5,75,000"
Volkswagen,Polo,GT TDI Sport Edition,2017,54660.0,DIESEL,MANUAL,1st,Karnataka," 8,25,000"
Maruti,Suzuki,VXI AMT,2016,36000.0,PETROL,AUTOMATIC,1st,Rajasthan," 3,40,000"
Maruti,Suzuki,2000-2005 LX,2003,"60,000",PETROL,MANUAL,2nd,Tamil," 1,30,000"
Mitsubishi,Lancer,2.0 LEd,2002,140000.0,DIESEL,MANUAL,2nd,Tamil," 1,60,000"
Ford,Ecosport,1.5 Diesel Titanium,2013,95666.0,DIESEL,MANUAL,2nd,Tamil," 4,85,000"
Maruti,Suzuki,VXI,2019,"16,000",PETROL,MANUAL,1st,Karnataka," 5,50,000"
Hyundai,Getz,GLS,2010,47000.0,PETROL,MANUAL,1st,Karnataka," 2,75,000"
Maruti,Suzuki,2007-2012 Vxi BSIII,2009,81000.0,PETROL,MANUAL,1st,Delhi," 1,75,000"
Maruti,Suzuki,5 Seater,2009,63000.0,PETROL,MANUAL,2nd,Karnataka," 2,10,000"
Hyundai,Verna,2011-2014 1.6 SX CRDI (O) AT,2015,61000.0,DIESEL,AUTOMATIC,1st,Tamil," 7,75,000"
Hyundai,Grand,1.2 CRDi Sportz,2015,73000.0,DIESEL,MANUAL,1st,Delhi," 2,90,000"
Toyota,Innova,2.8 GX AT,2020,19000.0,DIESEL,AUTOMATIC,1st,Kerala," 22,00,000"
Volkswagen,Polo,1.5 TDI Highline,2015,"66,000",DIESEL,MANUAL,1st,Kerala," 5,30,000"
Maruti Suzuki,Swift,LXi,Aug 2015,"46,478",Petrol,Manual,First,Noida,4.36
Ford,Ecosport,1.5 Petrol Titanium Plus AT,2017,41000.0,PETROL,AUTOMATIC,1st,Maharashtra," 7,40,000"
Chevrolet,Aveo,1.2 LS,2007,--,PETROL,MANUAL,1st,Tamil," 1,00,000"
Hyundai,I20,1.2 SX,2015,70000,PETROL,MANUAL,Second,Maharashtra," 4,95,000"
Tata,Nexon,XM Diesel,Jun 2019,"72,000",Diesel,Manual,First,Noida,7.8
Mahindra,Xuv500,W8 4WD,2012,55000.0,DIESEL,MANUAL,1st,Maharashtra," 6,00,000"
Hyundai,Grand,1.2 CRDi Sportz,2017,68000.0,DIESEL,MANUAL,1st,Rajasthan," 4,75,000"
Ford,Fiesta,1.5 TDCi Titanium,2013,64000.0,DIESEL,MANUAL,--,Delhi," 2,95,000"
Hyundai,Creta,1.6 CRDi SX Plus,2015,85000.0,PETROL,MANUAL,1st,Rajasthan," 8,25,000"
Toyota,Innova,2.5 GX (Diesel) 8 Seater BS IV,2012,138000.0,DIESEL,MANUAL,2nd,Tamil," 7,99,000"
Hyundai,Santro,,2010,33000.0,PETROL,MANUAL,1st,Delhi," 1,65,000"
Toyota,Innova,2.5 G (Diesel) 7-Seater,2012,"245,000",DIESEL,MANUAL,2nd,Kerala," 5,90,000"
Hyundai,Xcent,1.2 VTVT E Plus,2018,8500.0,PETROL,MANUAL,1st,Rajasthan," 5,40,000"
Tata,Harrier,XT Plus Dark Edition,Jun 2021,"4,500",Diesel,Manual,First,Noida,18.75
Maruti,Suzuki,ZDI,2011,91000.0,DIESEL,MANUAL,2nd,Maharashtra," 3,25,000"
Renault,Kwid,1.0 RXT AMT Opt,2020,15700.0,PETROL,AUTOMATIC,1st,Maharashtra," 4,90,000"
Mahindra,Xuv500,W8,2015,62000.0,DIESEL,MANUAL,1st,Delhi," 7,15,000"
Land,Rover,R-Dynamic S Petrol,2019,17000.0,DIESEL,AUTOMATIC,1st,Rajasthan," 85,00,000"
Maruti,Suzuki,VXI,2016,50011.0,PETROL,MANUAL,1st,Kerala," 5,40,000"
Maruti,Suzuki,LXI,2008,53000.0,PETROL,MANUAL,1st,Tamil," 1,60,000"
Maruti,Suzuki,VXI,2017,"48,000",PETROL,MANUAL,2nd,Rajasthan," 4,90,000"
Mercedes-Benz,Glc,220 D 4 MATIC,2017,31000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 39,90,000"
Skoda,Octavia,1.4 TSI MT Style,2017,36000.0,PETROL,MANUAL,1st,Maharashtra," 13,95,000"
Maruti,Suzuki,2004-2010 Vdi BSIII,2010,115000.0,DIESEL,MANUAL,3rd,Tamil," 3,00,000"
Maruti,Suzuki,VDI BS IV,2013,"98,000",DIESEL,MANUAL,3rd,Rajasthan," 3,40,000"
Maruti,Suzuki,Zeta 1.3,2017,"36,000",DIESEL,MANUAL,2nd,Karnataka," 8,50,000"
Maruti,Suzuki,VXI,2016,90000,PETROL,MANUAL,First,Rajasthan," 2,30,000"
Bmw,5,525d Sedan,2011,69354.0,DIESEL,AUTOMATIC,2nd,Maharashtra," 10,99,991"
Maruti,Suzuki,1.2 Alpha,2017,52000.0,PETROL,MANUAL,1st,Kerala," 6,65,000"
Tata,Safari,4x2 VX DICOR BS-III,2011,125000.0,DIESEL,MANUAL,1st,Tamil," 3,55,000"
Maruti,Suzuki,AC BSII,2006,"78,000",PETROL,MANUAL,3rd,Tamil," 1,05,000"
Hyundai,Grand,Asta 1.2 Kappa VTVT (O),2016,60000.0,PETROL,AUTOMATIC,1st,Maharashtra," 4,95,000"
Maruti,Suzuki,LXI BS IV,2013,41000.0,PETROL,MANUAL,2nd,Kerala," 2,60,000"
Volkswagen,Polo,2013-2015 1.2 MPI Highline,2014,105000.0,PETROL,MANUAL,2nd,Karnataka," 4,44,699"
Maruti,Suzuki,VXI MT,2017,28208.0,PETROL,MANUAL,2nd,Maharashtra," 3,50,000"
Maruti,Suzuki,LX,2009,"46,000",PETROL,--,1st,Rajasthan," 1,60,000"
Toyota,Innova,2012-2013 2.5 GX (Diesel) 8 Seater,2012,180000,DIESEL,MANUAL,Second,Tamil," 5,20,000"
Toyota,Innova,2.5 V 8 STR,2014,96000.0,DIESEL,MANUAL,2nd,Karnataka," 12,50,000"
Toyota,Innova,2.7 GX AT 8S,2020,9000.0,DIESEL,AUTOMATIC,1st,Tamil," 22,50,000"
Maruti,Suzuki,,2015,"2,100",ELECTRIC,--,1st,Rajasthan," 2,00,000"
Maruti,Suzuki,LXi BS-IV,2010,95000.0,PETROL,MANUAL,2nd,Tamil," 2,45,000"
Tata,Indigo,Sx,2012,120000,DIESEL,MANUAL,Second,Karnataka," 2,30,000"
Mahindra,Scorpio,2002-2013 2.6 SLX CRDe,2005,"200,000",DIESEL,MANUAL,3rd,Rajasthan," 2,40,000"
Hyundai,Creta,1.4 E Plus Diesel,2016,50000.0,DIESEL,MANUAL,1st,Delhi," 7,75,000"
Bajaj,Re60,Others,2013,"80,000",DIESEL,MANUAL,--,Kerala," 83,000"
Hyundai,Accent,GLE,2009,60000.0,LPG,MANUAL,1st,Maharashtra," 2,45,000"
Skoda,Superb,2013-2015 Elegance 1.8 TSI AT,2015,54000.0,PETROL,AUTOMATIC,1st,Delhi," 9,90,000"
Hyundai,Santro,GLS,2010,"28,000",PETROL,MANUAL,1st,Kerala," 2,00,000"
Ford,Ecosport,1.5 Diesel Titanium,2013,96555.0,DIESEL,MANUAL,2nd,Tamil," 4,85,000"
Maruti,Suzuki,2011-2014 RS VDI,2012,"85,000",DIESEL,MANUAL,2nd,Rajasthan," 3,60,000"
Kia,Carnival,Premium,2020,6624.0,DIESEL,AUTOMATIC,1st,Karnataka," 28,50,000"
Maruti,Suzuki,LXI Optional-O,2011,"175,000",PETROL,MANUAL,1st,Kerala," 4,50,000"
Honda,City,S,Jun 2014,"1,02,000",Petrol,Manual,First,Noida,4.95
Maruti,Suzuki,VDI,2015,51300.0,DIESEL,MANUAL,1st,Maharashtra," 5,80,000"
Honda,City,2008-2011 1.5 S MT,2009,82000.0,CNG & HYBRIDS,AUTOMATIC,2nd,Maharashtra," 2,35,000"
Land,Rover,Evoque Prestige SD4,2015,52000.0,DIESEL,AUTOMATIC,2nd,Delhi," 28,90,000"
Audi,A6,2.0 TDI,2012,60000.0,DIESEL,AUTOMATIC,2nd,Karnataka," 17,50,000"
Maruti,Suzuki,VXI,2019,18599.0,--,--,1st,Kerala," 6,50,000"
Chevrolet,Beat,PS,2013,32000.0,PETROL,MANUAL,2nd,Karnataka," 2,55,000"
Mercedes-Benz,C-Class,Prime C 220d,2015,60000.0,DIESEL,AUTOMATIC,1st,Karnataka," 26,00,000"
Maruti,Suzuki,ZXI 1.2,2018,58000.0,PETROL,MANUAL,1st,Rajasthan," 6,80,000"
Honda,City,2011-2013 Corporate Edition,2012,41600.0,PETROL,MANUAL,2nd,Maharashtra," 3,75,000"
Maruti,Suzuki,2012-2015 VXI CNG,2014,90000,CNG,MANUAL,Second,Maharashtra," 6,25,000"
Renault,Lodgy,110 PS RxL 8 STR,2017,47000.0,DIESEL,MANUAL,1st,Rajasthan," 6,15,000"
Jeep,Compass,2.0 Sport,2017,66535.0,DIESEL,MANUAL,1st,Rajasthan," 13,50,000"
Volkswagen,Polo,2009-2013 Petrol Highline 1.2L,2011,67460.0,PETROL,MANUAL,3rd,Tamil," 3,40,000"
Hyundai,Grand i10,Magna 1.2 Kappa VTVT [2013-2016],Sep 2018,"11,390",Petrol,Manual,First,Noida,5.14
Skoda,Superb,2013-2015 Elegance 2.0 TDI CR AT,2013,62000.0,DIESEL,AUTOMATIC,1st,Delhi," 5,25,000"
Maruti,Suzuki,2005-2010 LXi BSIII,2007,"133,000",PETROL,MANUAL,3rd,Rajasthan," 1,25,000"
Mahindra,Bolero,,2008,70000.0,DIESEL,MANUAL,2nd,Rajasthan," 3,00,000"
Maruti,Suzuki,VXI,2018,20100.0,PETROL,MANUAL,1st,Kerala," 3,10,000"
Hyundai,Eon,Era,2011,66600.0,PETROL,MANUAL,1st,Karnataka," 2,55,000"
Maruti,Suzuki,AC,2008,"98,500",PETROL,MANUAL,2nd,Kerala," 1,00,000"
Maruti Suzuki,Ignis,Delta 1.2 MT,Jun 2017,"41,000",Petrol,Manual,First,Noida,4.5
Toyota,Innova,2.4 VX MT,2017,50600.0,DIESEL,--,2nd,Maharashtra," 15,50,000"
Ford,Figo,2010-2012 Diesel ZXI,2010,44700.0,DIESEL,MANUAL,2nd,Maharashtra," 1,85,000"
Porsche,Cayenne,3.2 V6 Petrol,Jun 2020,"20,000",Petrol,Automatic,First,Noida,1.18
Maruti,Suzuki,LXI CNG,2012,78000.0,CNG & HYBRIDS,MANUAL,3rd,Maharashtra," 2,80,000"
Maruti,Suzuki,AC BSII,2004,22,PETROL,MANUAL,3rd,Maharashtra," 36,000"
Maruti,Suzuki,VXI,2020,2000.0,PETROL,MANUAL,1st,Delhi," 5,50,000"
Maruti,Suzuki,Smart Hybrid Zeta,2019,13000.0,PETROL,AUTOMATIC,1st,Delhi," 9,25,000"
Maruti Suzuki,Wagon R,LXi 1.0 [2019-2019],Jun 2018,"44,000",Petrol,Manual,First,Noida,4.6
Maruti Suzuki,Wagon R,VXI AMT,Feb 2017,"55,085",Petrol,Automatic,First,Noida,4.45
Toyota,Etios,1.5 G,2015,999999,DIESEL,AUTOMATIC,Third,Karnataka," 3,10,000"
Hyundai,Creta,1.6 CRDi SX,2018,33700.0,DIESEL,MANUAL,1st,Rajasthan," 12,95,000"
Maruti,Suzuki,CNG,2010,"75,000",PETROL,MANUAL,2nd,Rajasthan," 1,25,000"
Maruti,Suzuki,LXI CNG,2021,10200.0,CNG & HYBRIDS,MANUAL,1st,Maharashtra," 7,20,000"
Maruti,Suzuki,2000-2005 LXI,2005,22,PETROL,AUTOMATIC,3rd,Rajasthan," 1,36,000"
Hyundai,I10,Magna,2012,64000.0,PETROL,MANUAL,2nd,Maharashtra," 2,25,000"
Hyundai,I10,1.2 Kappa Magna,2011,43000.0,PETROL,MANUAL,2nd,Delhi," 2,11,000"
Hyundai,Elantra,2.0 SX Option,2013,93000.0,DIESEL,MANUAL,1st,Kerala," 4,90,000"
Mahindra,Xuv500,2011-2015 Xclusive Edition,2015,20000,DIESEL,MANUAL,First,Rajasthan," 7,50,000"
Porsche,Cayenne,3.2 V6 Petrol,Jun 2020,"20,000",Petrol,Automatic,First,Noida,1.18
Maruti,Suzuki,VXI,2004,80000.0,PETROL,MANUAL,4th,Karnataka," 1,95,000"
Fiat,Punto,Active 1.2,2009,87000.0,PETROL,MANUAL,2nd,Karnataka," 1,48,000"
Mahindra,Verito,2010-2011 1.5 D4 BSIII,2011,"88,000",DIESEL,MANUAL,2nd,Kerala," 1,70,000"
Hyundai,Xcent,1.2 VTVT SX Option,2014,50000,PETROL,AUTOMATIC,First,Maharashtra," 4,15,000"
Maruti,Suzuki,VXI,2013,85000.0,PETROL,MANUAL,2nd,Karnataka," 3,40,000"
Bajaj,Others,,2020,"14,000",PETROL,MANUAL,1st,Tamil," 1,30,000"
Maruti,Suzuki,LDI,2016,81000.0,DIESEL,MANUAL,--,Kerala," 5,60,000"
Maruti,Suzuki,2011-2014 VDI,2011,102000.0,DIESEL,MANUAL,2nd,Maharashtra," 3,85,000"
Maruti,Suzuki,8 Seater BSIV,2012,135000.0,LPG,--,2nd,Tamil," 2,50,000"
Hyundai,Santro,DX,2007,70000,PETROL,MANUAL,First,Maharashtra," 1,70,000"
Honda,City,2014-2015 i DTEC VX,2014,140000,DIESEL,MANUAL,Second,Rajasthan," 6,40,000"
Nissan,Sunny,Diesel XV,2013,138106,DIESEL,MANUAL,First,Rajasthan," 3,50,000"
Hyundai,I10,2007-2010 Magna AT,2009,60000.0,PETROL,AUTOMATIC,2nd,Delhi," 1,90,000"
Maruti,Suzuki,D,2003,154300.0,DIESEL,MANUAL,2nd,Kerala," 75,000"
Mahindra,Marazzo,M6 8Str,2018,75000.0,DIESEL,MANUAL,1st,Tamil," 9,75,000"
Toyota,Fortuner,3.0 4x4 Manual,2011,137000.0,DIESEL,MANUAL,2nd,Karnataka," 11,95,000"
Maruti,Suzuki,VXI,2013,69000.0,PETROL,MANUAL,2nd,Karnataka," 3,60,000"
Maruti Suzuki,Wagon R,VXI,Jan 2018,"11,773",Petrol,Manual,First,Noida,4.77
Maruti,Suzuki,LXI CNG Optional,2016,90000,CNG,MANUAL,Second,Maharashtra," 3,99,000"
Maruti,Suzuki,VDI,2009,165000.0,DIESEL,MANUAL,1st,Tamil," 3,45,000"
Honda,City,2014-2015 i VTEC CVT SV,2015,"48,000",PETROL,AUTOMATIC,1st,Delhi," 6,75,000"
Mahindra,Marazzo,M4 8Str,2019,75000.0,DIESEL,MANUAL,1st,Tamil," 10,75,000"
Hyundai,Grand,,2019,"29,593",PETROL,MANUAL,1st,Rajasthan," 5,90,000"
Maruti,Suzuki,VDi,2011,"173,000",DIESEL,MANUAL,1st,Kerala," 2,55,000"
Hyundai,I10,2007-2010 Era 1.1,2009,58093,PETROL,MANUAL,Second,Karnataka," 2,30,000"
Maruti,Suzuki,ZXI MT,2015,65893.0,PETROL,MANUAL,1st,Kerala," 4,10,000"
Volkswagen,Polo,1.0 MPI Highline Plus,2020,20000.0,PETROL,MANUAL,1st,Karnataka," 7,60,000"
Skoda,Fabia,2010-2015 1.2 MPI Ambition,2011,67000.0,PETROL,MANUAL,2nd,Delhi," 1,99,000"
Toyota,Innova,2004-2011 2.5 V Diesel 7-seater,2006,999999,DIESEL,MANUAL,Second,Maharashtra," 3,50,000"
Maruti,Suzuki,2014-2017 ZDi Plus,2015,128000.0,DIESEL,MANUAL,2nd,Tamil," 6,25,000"
Chevrolet,Tavera,Max 9 Str BS IV,2015,"215,000",DIESEL,MANUAL,2nd,Rajasthan," 3,70,000"
Maruti,Suzuki,VDi,2011,104000.0,DIESEL,MANUAL,3rd,Karnataka," 2,75,000"
Bmw,3,320d Sedan,2012,82000.0,DIESEL,AUTOMATIC,2nd,Karnataka," 12,25,000"
Jaguar,F-Pace,Prestige [2016-2017],Jun 2017,"29,000",Diesel,Automatic,First,Noida,41
Toyota,Fortuner,2.8 2WD AT,2016,147000.0,DIESEL,AUTOMATIC,1st,Maharashtra," 25,50,000"
Maruti Suzuki,Swift DZire,LDI,Jun 2017,"51,000",Diesel,Manual,First,Noida,4.65
Porsche,Cayenne,Diesel,Jun 2015,"48,000",Diesel,Automatic,First,Noida,53
Maruti,Suzuki,VXI,2014,60000.0,PETROL,MANUAL,1st,Delhi," 3,60,000"
Honda,Brio,1.2 VX AT,2006,--,PETROL,AUTOMATIC,--,Maharashtra," 30,000"
Maruti,Suzuki,VXI BSIV,2009,90000,PETROL,MANUAL,Second,Rajasthan," 1,30,000"
Ford,Figo,2010-2012 Diesel EXI,2012,67246.0,DIESEL,MANUAL,1st,Maharashtra," 2,11,000"
Maruti,Suzuki,VDI,2012,"72,000",DIESEL,MANUAL,1st,Rajasthan," 3,80,000"
Renault,Scala,RxL Petrol,2014,80000.0,PETROL,MANUAL,1st,Maharashtra," 2,70,000"
BMW,X4,xDrive20d M Sport X [2019-2020],Jun 2020,"4,629",Diesel,Automatic,First,Noida,65
Ford,Ikon,1.4 ZXi,2003,"90,000",PETROL,MANUAL,2nd,Karnataka," 1,00,000"
Maruti,Suzuki,VXI,2017,38860.0,--,--,1st,Kerala," 4,30,000"
Hyundai,I20,2012-2014 Sportz 1.2,2013,"50,000",PETROL,MANUAL,2nd,Kerala," 3,30,000"
Maruti,Suzuki,CNG 5 Seater AC,2018,90000,CNG,AUTOMATIC,Second,Karnataka," 4,80,000"
Maruti,Suzuki,1.2 Delta,2017,41720.0,PETROL,MANUAL,1st,Karnataka," 6,95,000"
Hyundai,I10,1.2 Kappa Magna,2009,73000.0,PETROL,MANUAL,2nd,Delhi," 1,65,000"
Maruti Suzuki,Wagon R,LXi 1.0 CNG [2019-2020],Oct 2020,"15,152",CNG + Cng,Manual,First,Noida,5.97
Honda,City,2008-2011 1.5 V AT Exclusive,2009,85000.0,PETROL,AUTOMATIC,2nd,Karnataka," 3,65,000"
Renault,Pulse,RxZ Diesel,2012,46794.0,DIESEL,MANUAL,1st,Karnataka," 3,85,000"
Porsche,Cayenne,2003-2014 S,2013,190000.0,PETROL,AUTOMATIC,1st,Maharashtra," 32,50,000"
Mercedes-Benz,E-Class,E250 CDI Avantgarde,2016,29700.0,DIESEL,AUTOMATIC,1st,Karnataka," 33,85,000"
Hyundai,Xcent,S AT 1.2,Jul 2017,"33,224",Petrol,Automatic,First,Noida,5.03
Maruti,Suzuki,5 Seater AC,2020,"5,600",PETROL,MANUAL,1st,Karnataka," 4,95,000"
Jeep,Compass,2.0 Limited Option,2017,68000.0,DIESEL,MANUAL,1st,Maharashtra," 13,99,000"
Honda,Amaze,V CVT Petrol,2019,38095.0,PETROL,AUTOMATIC,1st,Maharashtra," 7,95,000"
Honda,City,i-DTEC V,2016,35000.0,DIESEL,MANUAL,1st,Maharashtra," 6,95,000"
Mahindra,Xuv500,W8 4WD,2014,68000.0,DIESEL,MANUAL,1st,Delhi," 6,25,000"
Maruti,Suzuki,VXI,2008,99100.0,PETROL,MANUAL,2nd,Tamil," 1,59,000"
Maruti,Suzuki,LXI,2016,"40,000",PETROL,MANUAL,2nd,Rajasthan," 20,000"
Toyota,Innova,2.5 VX 7 STR BS-IV,Jan 2014,"1,10,827",Diesel,Manual,First,Noida,8.21
Mitsubishi,Cedia,Elegance,2007,65000.0,PETROL,MANUAL,2nd,Karnataka," 2,95,000"
Tata,Indica,DLS,2009,"120,000",DIESEL,MANUAL,3rd,Rajasthan," 1,20,000"
Volkswagen,Ameo,1.5 TDI Comfortline Plus,2018,49000.0,DIESEL,MANUAL,1st,Tamil," 5,75,000"
Hyundai,Grand,Asta 1.2 Kappa VTVT,2014,11746.0,PETROL,MANUAL,1st,Maharashtra," 4,85,000"
Audi,Q7,3.0 TDI Quattro Premium Plus,2014,57000.0,DIESEL,AUTOMATIC,1st,Delhi," 22,90,000"
Honda,Brio,2011-2013 V MT,2012,30332.0,PETROL,MANUAL,1st,Maharashtra," 2,69,000"
Tata,Vista,Others,2011,--,DIESEL,MANUAL,3rd,Karnataka," 2,00,000"
Hyundai,Grand,Asta 1.2 Kappa VTVT,2015,77000.0,PETROL,MANUAL,1st,Maharashtra," 4,15,000"
Chevrolet,Tavera,2003-2007 B1 10 seats BSIII BG,2005,200000,DIESEL,MANUAL,Second,Tamil," 2,00,000"
Mahindra,Scorpio,S6 Plus 1.99 Intelli-Hybrid,Jun 2017,"89,634",Diesel,Manual,First,Noida,9.9
Ashok,Leyland,,2007,"100,000",DIESEL,MANUAL,--,Tamil," 7,00,000"
Maruti,Suzuki,VDI,2009,100000.0,DIESEL,MANUAL,1st,Kerala," 2,45,000"
Maruti,Suzuki,Lxi,2010,52000.0,PETROL,MANUAL,1st,Delhi," 1,75,000"
Maruti,Suzuki,VXi,2009,83500.0,PETROL,MANUAL,2nd,Karnataka," 3,00,000"
Mahindra,Xuv500,W8 2WD,2012,70500.0,DIESEL,MANUAL,1st,Rajasthan," 6,50,000"
Maruti Suzuki,Swift,Lxi (O) [2014-2017],Jun 2016,"11,375",Petrol,Manual,First,Noida,4.9
Skoda,Fabia,2010-2015 1.2 Petrol Active,2011,81000.0,PETROL,MANUAL,1st,Karnataka," 3,25,000"
Maruti,Suzuki,AMT ZXI,2020,30000,PETROL,MANUAL,First,Maharashtra," 7,50,000"
Hyundai,I20,2012-2014 Magna,2017,"32,200",PETROL,MANUAL,1st,Rajasthan," 5,65,000"
Maruti,Suzuki,LX,2003,"50,000",PETROL,--,3rd,Kerala," 75,000"
Hyundai,I10,1.2 Kappa Magna,2011,70000.0,PETROL,MANUAL,1st,Delhi," 1,70,000"
Bmw,7,730Ld DPE Signature,2018,65000.0,DIESEL,AUTOMATIC,1st,Tamil," 72,00,000"
Maruti,Suzuki,VXI,2013,50000.0,PETROL,MANUAL,1st,Karnataka," 4,90,000"
Maruti,Suzuki,ZXI Optional MT,2015,69000.0,PETROL,MANUAL,2nd,Kerala," 4,00,000"
Honda,Civic,1.8 V MT,2009,"150,000",PETROL,MANUAL,2nd,Rajasthan," 1,50,000"
Honda,City,i-VTEC V,2016,45000.0,PETROL,MANUAL,1st,Delhi," 7,25,000"
Tata,Safari,VX,2016,103452.0,DIESEL,MANUAL,1st,Rajasthan," 7,50,000"
Hyundai,I10,Era,2010,"60,000",CNG & HYBRIDS,MANUAL,1st,Delhi," 1,70,000"
Mahindra,Xuv500,AT W6 1.99 mHawk,2016,51000.0,DIESEL,AUTOMATIC,1st,Delhi," 10,50,000"
Mahindra,Xuv500,W8,2014,45000.0,DIESEL,MANUAL,2nd,Delhi," 6,50,000"
BMW,5-Series,530d M Sport [2013-2017],Jun 2015,"76,880",Diesel,Automatic,Third,Noida,23.5
Toyota,Etios,2013-2014 GD,2014,70000,DIESEL,MANUAL,First,Rajasthan," 5,50,000"
Honda,Civic,1.8 S MT Elegance,2008,52000.0,PETROL,MANUAL,2nd,Delhi," 1,50,000"
Renault,Duster,RXZ,2013,2200.0,DIESEL,MANUAL,2nd,Rajasthan," 4,50,000"
Hyundai,I10,Sportz,2016,26000.0,PETROL,MANUAL,1st,Maharashtra," 3,75,000"
Ford,Ecosport,1.5 Diesel Titanium,2014,85500.0,DIESEL,MANUAL,2nd,Rajasthan," 4,79,000"
Hyundai,Creta,1.4 DCT Turbo SX,2020,14000.0,PETROL,AUTOMATIC,1st,Tamil," 18,50,000"
Ford,Ikon,1.3 Flair Josh 100,2006,"61,200",PETROL,MANUAL,2nd,Kerala," 64,000"
Hyundai,Getz,Prime 1.1 GVS (Rear Spoiler),2008,87000.0,PETROL,MANUAL,3rd,Karnataka," 98,000"
Renault,Duster,RXL Pack 85 Diesel,2013,"65,000",DIESEL,MANUAL,1st,Delhi," 3,10,000"
Honda,City,2008-2011 1.5 S MT,2010,"78,000",PETROL,MANUAL,2nd,Karnataka," 4,15,000"
Hyundai,Xcent,1.2 VTVT S,2016,55000.0,PETROL,MANUAL,2nd,Maharashtra," 3,51,000"
Hyundai,Santro,XL,2006,"83,000",PETROL,MANUAL,3rd,Kerala," 80,000"
Maruti,Suzuki,,2018,60000.0,DIESEL,MANUAL,1st,Tamil," 4,79,999"
Maruti,Suzuki,2011-2014 LDI,2011,"140,000",DIESEL,MANUAL,2nd,Rajasthan," 2,30,000"
